Location,Class
PAMBA,Unclassified
PANAJI,Unclassified
PANANDHRO,Unclassified
PANCHKULA,Unclassified
PANCHMAHAL,Unclassified
PANDHRO,Unclassified
PANGODE,Unclassified
PANIPAT,Unclassified
PANJARAPOLE,Unclassified
PANNA,Unclassified
PANOLI,Unclassified
PANTNAGAR,Unclassified
PANVEL,Unclassified
PANWARIA,Unclassified
PAONTA SAHIB,Unclassified
PAPUM PARE,Unclassified
PARADEEP,Unclassified
PARBHANI,Unclassified
PARDI,Unclassified
PARLI,Unclassified
PARNERA,Unclassified
PARREKODO,Unclassified
PASCHIM CHAMPARAN,Unclassified
PASCHIM MEDINIPUR,Unclassified
PATALGANGA,Unclassified
PATAN,Unclassified
PATELAD,Unclassified
PATHAGAR,Unclassified
PATHANAMTHITTA,Unclassified
PATHANAPURAM,Unclassified
PATIALA,Unclassified
PATNA,Unclassified
PATRATU,Unclassified
PATRAU,Unclassified
PATTUKKOTTAI,Unclassified
PAURI GARHWAL,Unclassified
PAVAGADA,Unclassified
PERAMBALUR,Unclassified
PERAMBRA,Unclassified
PERUMBAKKAM,Unclassified
PERUNGUDI,Unclassified
PETH,Unclassified
PETTAMITTA,Unclassified
PEYAD,Unclassified
PHILLOR,Unclassified
PHOOLPUR,Unclassified
PILANI,Unclassified
PILIBHIT,Unclassified
PILKHUWA,Unclassified
PILLAYARKUPPAM,Unclassified
PILUDARA,Unclassified
PITHAMPUR,Unclassified
PITHORAGARH,Unclassified
PODANUR,Unclassified
PONDA,Unclassified
PONNAMPET,Unclassified
PONNERI,Unclassified
POOJAPURA,Unclassified
POOLAM,Unclassified
POONCH,Unclassified
PORBANDAR,Unclassified
PORT BLAIR,Unclassified
POTHEPALLI,Unclassified
PRAJWALA,Unclassified
PRAKASAM,Unclassified
PRATAPGARH,Unclassified
PUDUKKOTTAI,Unclassified
PULICAT,Unclassified
PULWAMA,Unclassified
PUNCHA,Unclassified
PUNE,Unclassified
PURBA MEDINIPUR,Unclassified
PURBI CHAMPARAN,Unclassified
PURI,Unclassified
PURNEA,Unclassified
PURULIA,Unclassified
PUSEWADA,Unclassified
RABRIYAWAS,Unclassified
RADHAPURAM,Unclassified
RAEBARELI,Unclassified
RAGIHALLI,Unclassified
RAICHUR,Unclassified
RAIGAD,Unclassified
RAIGARH,Unclassified
RAIGHAD,Unclassified
RAIPUR,Unclassified
RAISEN,Unclassified
RAJALDESAR,Unclassified
RAJAM,Unclassified
RAJAMUNDRY,Unclassified
RAJAPET MANDAL,Unclassified
RAJARHAT,Unclassified
RAJGARH,Unclassified
RAJGIR,Unclassified
RAJKOT,Unclassified
RAJNANDGAON,Unclassified
RAJPARDI,Unclassified
RAJPURA,Unclassified
RAJSAMAND,Unclassified
RAJULA,Unclassified
RAM NAGAR,Unclassified
RAMANAGARA,Unclassified
RAMANATHAPURAM,Unclassified
RAMBAN,Unclassified
RAMGARH,Unclassified
RAMKOLA,Unclassified
RAMPUR,Unclassified
RAMPUR JATTAN,Unclassified
RAMPURA,Unclassified
RAMTEK,Unclassified
RANCHI,Unclassified
RANGA REDDY,Unclassified
RANGIT,Unclassified
RANGPO,Unclassified
RANIKHET,Unclassified
RANIPET,Unclassified
RANJANGAON,Unclassified
RANTHAMBHORE,Unclassified
RAPCHA,Unclassified
RAS,Unclassified
RATLAM,Unclassified
RATNAGIRI,Unclassified
RAU,Unclassified
RAVVA,Unclassified
RAWATBHATA,Unclassified
RAYAGADA,Unclassified
RC PURAM,Unclassified
REASI,Unclassified
REDIVARIPALLI,Unclassified
REHLA,Unclassified
RENGALI,Unclassified
RENUKOOT,Unclassified
REPALLE,Unclassified
REWA,Unclassified
REWARI,Unclassified
REWASA,Unclassified
RI BHOI,Unclassified
RISHIKESH,Unclassified
RISHRA,Unclassified
ROHA,Unclassified
ROHELA,Unclassified
ROHINI,Unclassified
ROHTAK,Unclassified
ROING,Unclassified
ROOPNAGAR,Unclassified
ROORKEE,Unclassified
ROPAR,Unclassified
ROURKELA,Unclassified
RUDRAPRAYAG,Unclassified
RUDRAPUR,Unclassified
RUPNAGAR,Unclassified
S,Unclassified
SABARIMALA,Unclassified
SABARKANTHA,Unclassified
SADIYA,Unclassified
SADRI,Unclassified
SAGAR,Unclassified
SAGAR TALUQ,Unclassified
SAHARANPUR,Unclassified
SAHARSA,Unclassified
SAHASTRADHARA,Unclassified
SAHIBABAD,Unclassified
SAHIBGANJ,Unclassified
SAHUPURAM,Unclassified
SAKET,Unclassified
SALAIDHABHA,Unclassified
SALAPUR,Unclassified
SALASAR,Unclassified
SALEM,Unclassified
SAMAGHOGHA,Unclassified
SAMALKHA,Unclassified
SAMALKOT,Unclassified
SAMANA,Unclassified
SAMASTIPUR,Unclassified
SAMBA,Unclassified
SAMBALPUR,Unclassified
SAMBHAL,Unclassified
SAMBHALPUR,Unclassified
SAMINATHAPURAM,Unclassified
SAMITI,Unclassified
SAMLAYA,Unclassified
SANAND,Unclassified
SANCHORE,Unclassified
SANGALI,Unclassified
SANGHERA,Unclassified
SANGHIPURAM,Unclassified
SANGLI,Unclassified
SANGRUR,Unclassified
SANJALI,Unclassified
SANKARNAGAR,Unclassified
SANKILI,Unclassified
SANKRAIL,Unclassified
SANYASIKUPPAM,Unclassified
SAPHALE,Unclassified
SARAIKELA-KHARSAWAN,Unclassified
SARAN,Unclassified
SARGUJA,Unclassified
SARIEKELA,Unclassified
SARIGAM,Unclassified
SARJAPURA ROAD,Unclassified
SARSAV,Unclassified
SASTHAMANGALAM,Unclassified
SATARA,Unclassified
SATE,Unclassified
SATHARIA,Unclassified
SATHYAMANGALAM,Unclassified
SATNA,Unclassified
SATNOOR,Unclassified
SAURASHTRA,Unclassified
SAVARKUNDLA,Unclassified
SAWAI MADHOPUR,Unclassified
SAWANGA,Unclassified
SEALDAH,Unclassified
SECUNDERABAD,Unclassified
SEEMANDHARA,Unclassified
SEHORE,Unclassified
SEIJOSA,Unclassified
SENAPATI,Unclassified
SEONI,Unclassified
SERAIKELA-KHARSAWAN,Unclassified
SEWAPURI,Unclassified
SHADHARA,Unclassified
SHADOL,Unclassified
SHAHABAD,Unclassified
SHAHAPUR,Unclassified
SHAHDARA,Unclassified
SHAHDOL,Unclassified
SHAHEED BHAGAT SINGH NAGAR,Unclassified
SHAHJAHANPUR,Unclassified
SHAJAPUR,Unclassified
SHALIMAR,Unclassified
SHAMEERPET,Unclassified
SHAMLI,Unclassified
SHANKAR DEUL,Unclassified
SHANTIGIRI,Unclassified
SHEOPUR,Unclassified
SHERPUR,Unclassified
SHILLONG,Unclassified
SHIMLA,Unclassified
SHIMOGA,Unclassified
SHINDAWANE,Unclassified
SHIRPUR,Unclassified
SHIRUR,Unclassified
SHIVAMOGGA,Unclassified
SHIVPURI,Unclassified
SHOLAPUR,Unclassified
SHOLINGANALLUR,Unclassified
SHOLINGUR,Unclassified
SHOLTU,Unclassified
SHOVARAM BASAK,Unclassified
SHRAVANABELAGOLA,Unclassified
SHRAVASTI,Unclassified
SHRIRAMPUR,Unclassified
SHRUJAN,Unclassified
SHUKUL BAZAR,Unclassified
SHYAMPUR,Unclassified
SIBSAGAR,Unclassified
SIDHI,Unclassified
SIDHPUR,Unclassified
SIKANDRABAD,Unclassified
SIKAR,Unclassified
SILIGURI,Unclassified
SILTARA,Unclassified
SILVASAGAR,Unclassified
SILVASAILAM,Unclassified
SILVASSA,Unclassified
SIMDEGA,Unclassified
SINDHUDURG,Unclassified
SINDONI,Unclassified
SINGAMPATTI,Unclassified
SINGHBHUM,Unclassified
SINGHBHUM EAST,Unclassified
SINGHPUR,Unclassified
SINGRAULI,Unclassified
SINNAR,Unclassified
SION MUMBAI,Unclassified
SIRMAUR,Unclassified
SIROHI,Unclassified
SIROLI,Unclassified
SIRSA,Unclassified
SIRSI,Unclassified
SITAMARHI,Unclassified
SITAPUR,Unclassified
SITARGANJ,Unclassified
SIVAGANGA,Unclassified
SIVASAGAR,Unclassified
SOJAT,Unclassified
SOLA,Unclassified
SOLAN,Unclassified
SOLAPUR,Unclassified
SOMNATH,Unclassified
SOMNATHPUR,Unclassified
SONAGIRI,Unclassified
SONARPUR,Unclassified
SONBHADRA,Unclassified
SONEPAT,Unclassified
SONEPUR,Unclassified
SONIPAT,Unclassified
SONITPUR,Unclassified
SOUTH 24 PARGANAS,Unclassified
SOUTH GOA,Unclassified
SOUTH SIKKIM,Unclassified
SOUTH WEST DELHI,Unclassified
SPITI,Unclassified
SRI GANGANAGAR,Unclassified
SRIKAKULAM,Unclassified
SRIKALAHASTI,Unclassified
SRIMADHOPUR,Unclassified
SRINAGAR,Unclassified
SRINIWASPURI,Unclassified
SRIPERUMBUDUR,Unclassified
SRIRAMPORE,Unclassified
SUCHINDRUM,Unclassified
SUDERGARH,Unclassified
SULTANPUR,Unclassified
SUNDARBANS,Unclassified
SUNDARGARH,Unclassified
SUPA,Unclassified
SURAT,Unclassified
SURATGARH,Unclassified
SURENDRANAGAR,Unclassified
SURGUJA,Unclassified
SUTARWADI,Unclassified
TABARIJO,Unclassified
TADA,Unclassified
TADKESHWAR,Unclassified
TADO,Unclassified
TAIMOOR NAGAR,Unclassified
TAJPURA,Unclassified
TALASARI,Unclassified
TALEGAON,Unclassified
TALODARA,Unclassified
TALOJA,Unclassified
TALUKA,Unclassified
TALUKA VELHE,Unclassified
TAMBARAM,Unclassified
TAMENGLONG,Unclassified
TANAKPUR,Unclassified
TAPI,Unclassified
TARAPUR,Unclassified
TARATALA,Unclassified
TARN TARAN,Unclassified
TAURU,Unclassified
TAWANG,Unclassified
TEESTA,Unclassified
TEHRI,Unclassified
TEHRI GARHWAL,Unclassified
TEKADHORA,Unclassified
TELANGANA (ADILABAD,Unclassified
TENALI,Unclassified
TENSA,Unclassified
TEZPUR,Unclassified
THALAIYUTHU,Unclassified
THANA,Unclassified
THANE,Unclassified
THANJAVUR,Unclassified
THEMLONG,Unclassified
THENI,Unclassified
THIRUBUVANAI,Unclassified
THIRUKKURUNGUDI,Unclassified
THIRUMEERMALAI,Unclassified
THIRUVANANTHAPURAM,Unclassified
THIRUVARUR,Unclassified
THIRUVOTTIYUR,Unclassified
THOOTHUKUDI,Unclassified
THORAIPAKKAM,Unclassified
THRISSUR,Unclassified
TIKAMGARH,Unclassified
TILIJA,Unclassified
TIMMAPUR,Unclassified
TINSUKIA,Unclassified
TIPTUR,Unclassified
TIRODA,Unclassified
TIRUCHIRAPPALLI,Unclassified
TIRULDIH,Unclassified
TIRUNELVELI,Unclassified
TIRUPATI,Unclassified
TIRUPPUR,Unclassified
TIRUVALLUR,Unclassified
TIRUVANNAMALAI,Unclassified
TIRUVARUR,Unclassified
TIRUVOTTIYUR,Unclassified
TITAGARH,Unclassified
TOANSA,Unclassified
TONK,Unclassified
TOOPRAN,Unclassified
TORANAGALLU,Unclassified
TRICHI,Unclassified
TRICHUR,Unclassified
TRICHY,Unclassified
TRIMBAK,Unclassified
TRIMBAKESHWAR,Unclassified
TRIPRAYAR,Unclassified
TROMBAY,Unclassified
TUENSANG,Unclassified
TUGHLAKABAD,Unclassified
TUKUMR,Unclassified
TUMAKURU,Unclassified
TUMKUNTA,Unclassified
TUMKUR,Unclassified
TUTICORIN,Unclassified
UDAIPUR,Unclassified
UDAIPURA,Unclassified
UDALGURI,Unclassified
UDHAGAMANDALAM,Unclassified
UDHAM SINGH NAGAR,Unclassified
UDHAMPUR,Unclassified
UDUMALPET,Unclassified
UDUPI,Unclassified
UJJAIN,Unclassified
UKRAULI,Unclassified
UKWA,Unclassified
UMARSAR,Unclassified
UMBERGAON,Unclassified
UMRETH,Unclassified
UNA,Unclassified
UNAKOTI,Unclassified
UNNAO,Unclassified
UPPER MAMRING,Unclassified
UPPERSIANG,Unclassified
URAPAKKAM,Unclassified
URAWADE,Unclassified
URNI,Unclassified
USGAON,Unclassified
UTTAR KANNADA,Unclassified
UTTARA KANNADA DIST.,Unclassified
UTTARAHALLI,Unclassified
UTTARAKHAND (DEHRADUN,Unclassified
UTTARANCHAL,Unclassified
UTTARKASHI,Unclassified
UTTARPARA,Unclassified
VADALI,Unclassified
VADATHORASALUR,Unclassified
VADODARA,Unclassified
VADVALI GAON,Unclassified
VAISHALI,Unclassified
VALAPAD,Unclassified
VALLA,Unclassified
VALSAD,Unclassified
VANGAON,Unclassified
VANI,Unclassified
VAPI,Unclassified
VARANASI,Unclassified
VARDHA,Unclassified
VASAI,Unclassified
VASANT VIHAR,Unclassified
VASHI,Unclassified
VASHI GAON,Unclassified
VASIND,Unclassified
VASUDEVANALLUR,Unclassified
VASUNDHARA,Unclassified
VATVA,Unclassified
VAZHAKULAM,Unclassified
VAZHOOR,Unclassified
VEERAPURAM,Unclassified
VELACHERY,Unclassified
VELLIVOYALCHAVADI,Unclassified
VELLORE,Unclassified
VENKATAGIRI,Unclassified
VERAVAL,Unclassified
VIDARBHA,Unclassified
VIDISHA,Unclassified
VIDYA NAGAR,Unclassified
VIJAYANAGAR,Unclassified
VIJAYANAGARAM,Unclassified
VIJAYAPURA,Unclassified
VIJAYAWADA,Unclassified
VIJAYNAGAR,Unclassified
VIJAYWADA,Unclassified
VIKAS PURI,Unclassified
VIKHROLI,Unclassified
VIKRAMGAD,Unclassified
VILAPPILSALA,Unclassified
VILE PARLE,Unclassified
VILLAGE TIZIT MON,Unclassified
VILUPPURAM,Unclassified
VINUKONDA,Unclassified
VIP NAGAR,Unclassified
VIRAR,Unclassified
VIRUDHUNAGAR,Unclassified
VISAKHAPATNAM,Unclassified
VISHNU NAGAR,Unclassified
VISHNUPRAYAG,Unclassified
VIZIANAGARAM,Unclassified
VRINDAVAN,Unclassified
VUYYURU,Unclassified
VYARA,Unclassified
VYPIN,Unclassified
WADA,Unclassified
WADGAONPEER,Unclassified
WALUJ,Unclassified
WARANGAL,Unclassified
WARDHA,Unclassified
WARORA,Unclassified
WARTHI,Unclassified
WARUDE,Unclassified
WASHIM,Unclassified
WAYANAD,Unclassified
WEST BOKARO,Unclassified
WEST DELHI,Unclassified
WEST GODAVARI,Unclassified
WEST GODAVERI,Unclassified
WEST KHASI HILLS,Unclassified
WEST MEDINIPUR,Unclassified
WEST SIANG,Unclassified
WEST SINGHBHUM,Unclassified
WHITEFIELD,Unclassified
WORLI,Unclassified
YADGIRI,Unclassified
YALAHANKA,Unclassified
YAMUNA NAGAR,Unclassified
YANAM,Unclassified
YAVATMAL,Unclassified
YERAWADA,Unclassified
YEVATMAL,Unclassified
ZAHEERABAD,Unclassified
ZIRAKPUR,Unclassified
ZUARINAGAR,Unclassified
