Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,RAJASTHAN,JAIPUR,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,TAMIL NADU,CHENNAI,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,TELANGANA,HYDERABAD,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTAR PRADESH,KANPUR,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTAR PRADESH,LUCKNOW,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTARAKHAND,DEHRADUN,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,WEST BENGAL,KOLKATA,City
IDFCFIRSTB,IDFC FIRST BANK LTD.,SUPPORT TO KAMLA NEHRU MEMORIAL HOSPITAL FOR THE MAINTENANCE COST OF THE ESSENTIAL CANCER TREATMENT EQUIPMENT USED FOR PROVIDING CANCER TREATMENT TO UNDERPRIVILEGED/ ECONOMIC WEAKER SECTION OF THE SOCIETY. PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,,SCHEDULE VII (I),,67.0,IDFC FOUNDATION,67.0,,,UTTAR PRADESH,ALLAHABAD,City
IDFC,IDFC LTD.,CATTLE CARE PROGRAMME FOR BREED IMPROVEMENT BY PROVIDING SERVICES SUCH AS ARTIFICIAL INSEMINATION (AI) & OTHER VETERINARY SERVICES TO THE CATTLE FARMERS WHICH HAVE HELPED IN THEIR LIVELIHOOD PROMOTION. IVELIHOOD ENHANCEMENT PROJECTS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",,80.0,IDFC FOUNDATION,80.0,,,MADHYA PRADESH,DHAR,District
IDFC,IDFC LTD.,CATTLE CARE PROGRAMME FOR BREED IMPROVEMENT BY PROVIDING SERVICES SUCH AS ARTIFICIAL INSEMINATION (AI) & OTHER VETERINARY SERVICES TO THE CATTLE FARMERS WHICH HAVE HELPED IN THEIR LIVELIHOOD PROMOTION. IVELIHOOD ENHANCEMENT PROJECTS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",,80.0,IDFC FOUNDATION,80.0,,,MADHYA PRADESH,HARDA,District
IDFC,IDFC LTD.,CATTLE CARE PROGRAMME FOR BREED IMPROVEMENT BY PROVIDING SERVICES SUCH AS ARTIFICIAL INSEMINATION (AI) & OTHER VETERINARY SERVICES TO THE CATTLE FARMERS WHICH HAVE HELPED IN THEIR LIVELIHOOD PROMOTION. IVELIHOOD ENHANCEMENT PROJECTS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",,80.0,IDFC FOUNDATION,80.0,,,MADHYA PRADESH,HOSHANGABAD,City
IDFC,IDFC LTD.,CATTLE CARE PROGRAMME FOR BREED IMPROVEMENT BY PROVIDING SERVICES SUCH AS ARTIFICIAL INSEMINATION (AI) & OTHER VETERINARY SERVICES TO THE CATTLE FARMERS WHICH HAVE HELPED IN THEIR LIVELIHOOD PROMOTION. IVELIHOOD ENHANCEMENT PROJECTS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",,80.0,IDFC FOUNDATION,80.0,,,MADHYA PRADESH,KHANDWA,District
IDFC,IDFC LTD.,CATTLE CARE PROGRAMME FOR BREED IMPROVEMENT BY PROVIDING SERVICES SUCH AS ARTIFICIAL INSEMINATION (AI) & OTHER VETERINARY SERVICES TO THE CATTLE FARMERS WHICH HAVE HELPED IN THEIR LIVELIHOOD PROMOTION. IVELIHOOD ENHANCEMENT PROJECTS,,"SCHEDULE VII (II), SCHEDULE VII (IV)",,80.0,IDFC FOUNDATION,80.0,,,MADHYA PRADESH,KHARGONE,District
IDFC,IDFC LTD.,IMPROVEMENT IN ACCESS TO MATERNAL AND NEO-NATAL HEALTH SERVICES FOR POOR SLUM DWELLERS BY STRENGTHENING THE LINKAGES WITH EXISTING PUBLIC HEALTH SYSTEMS. PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,,SCHEDULE VII (I),,95.0,IDFC FOUNDATION,95.0,,,MAHARASHTRA,MUMBAI,City
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES AND UNIVERSALIZATION OF PRIMARY EDUCATION FOR A SET OF 60 SCHOOLS IN THE BACKWARD BLOCKS OF RAMGARH AND KISHANGARH THROUGH AN IDENTIFIED SET OF INTERVENTIONS AND INFRASTRUCTURE IMPROVEMENTS. PROMOTING EDUCATION,,SCHEDULE VII (II),,104.0,IDFC FOUNDATION,104.0,,,RAJASTHAN,ALWAR,District
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES THROUGH PEDAGOGICAL INTERVENTIONS FOR CHILDREN ATTENDING ANGANWADI CENTERS SET UP UNDER THE INTEGRATED CHILD DEVELOPMENT SCHEME OF THE GOVERNMENT OF INDIA. PROMOTING EDUCATION,,SCHEDULE VII (II),,34.0,IDFC FOUNDATION,34.0,,,UTTARAKHAND,DEHRADUN,City
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES THROUGH PEDAGOGICAL INTERVENTIONS FOR CHILDREN ATTENDING ANGANWADI CENTERS SET UP UNDER THE INTEGRATED CHILD DEVELOPMENT SCHEME OF THE GOVERNMENT OF INDIA. PROMOTING EDUCATION,,SCHEDULE VII (II),,34.0,IDFC FOUNDATION,34.0,,,UTTARAKHAND,HARIDWAR,District
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES THROUGH PEDAGOGICAL INTERVENTIONS FOR CHILDREN ATTENDING ANGANWADI CENTERS SET UP UNDER THE INTEGRATED CHILD DEVELOPMENT SCHEME OF THE GOVERNMENT OF INDIA. PROMOTING EDUCATION,,SCHEDULE VII (II),,34.0,IDFC FOUNDATION,34.0,,,UTTARAKHAND,NAINITAL,District
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES THROUGH PEDAGOGICAL INTERVENTIONS FOR CHILDREN ATTENDING ANGANWADI CENTERS SET UP UNDER THE INTEGRATED CHILD DEVELOPMENT SCHEME OF THE GOVERNMENT OF INDIA. PROMOTING EDUCATION,,SCHEDULE VII (II),,34.0,IDFC FOUNDATION,34.0,,,UTTARAKHAND,TEHRI,District
IDFC,IDFC LTD.,IMPROVEMENT IN LEARNING OUTCOMES THROUGH PEDAGOGICAL INTERVENTIONS FOR CHILDREN ATTENDING ANGANWADI CENTERS SET UP UNDER THE INTEGRATED CHILD DEVELOPMENT SCHEME OF THE GOVERNMENT OF INDIA. PROMOTING EDUCATION,,SCHEDULE VII (II),,34.0,IDFC FOUNDATION,34.0,,,UTTARAKHAND,UDHAM SINGH NAGAR,District
IDFC,IDFC LTD.,IMPROVEMENT IN THE LEARNING ENVIRONMENT IN NIGHT SCHOOLS WHICH CATER TO UNDERPRIVILEGED STUDENTS. PROMOTING EDUCATION,,SCHEDULE VII (II),,74.0,IDFC FOUNDATION,74.0,,,MAHARASHTRA,MUMBAI,City
IDFC,IDFC LTD.,IMPROVEMENT OF INFRASTRUCTURE FACILITIES AT ANGANWADI CENTRE AND PRIMARY SCHOOLS AT SANGHAKHEDA KALAN VILLAGE. PROMOTING EDUCATION,,SCHEDULE VII (II),,25.0,IDFC FOUNDATION,25.0,,,MADHYA PRADESH,HOSHANGABAD,City
IDFC,IDFC LTD.,"IMPROVING THE ASPIRED QUALITY OF LIFE FOR THE PEOPLE THROUGH THE DEVELOPMENT OF INFRASTRUCTURE PROJECTS - (I) SETTING UP OF MICRO HYDEL FOR SUPPLY OF ELECTRICITY; (II) SOLAR STREET LIGHT; AND (III) CLEAN DRINKING WATER IN MAWLYNGBWA VILLAGE, MEGHALAYA. LIVELIHOOD ENHANCEMENT PROJECTS; ENSURING ENVIRONMENTAL SUSTAINABILITY RURAL DEVELOPMENT PROJECTS",,"SCHEDULE VII (I), SCHEDULE VII (II), SCHEDULE VII (IV), SCHEDULE VII (X)",,69.0,IDFC FOUNDATION,69.0,,,MEGHALAYA,MEGHALAYA,State
IDFC,IDFC LTD.,OTHER PROGRAMMES (INCLUDING RESEARCH & STUDIES).,,SCHEDULE VII (II),,384.0,IDFC FOUNDATION,384.0,,,ALL STATES,ALL STATES,State
IDFC,IDFC LTD.,"PROMOTING DIGITAL LITERACY AMONGST SCHOOL STUDENTS TO ENABLE ACCESS TO UNIVERSAL KNOWLEDGE, QUALITY EDUCATION, HEALTHCARE, TRANSPARENT GOVERNANCE AND ECONOMIC OPPORTUNITIES. PROMOTING EDUCATION",,SCHEDULE VII (II),,89.0,IDFC FOUNDATION,89.0,,,MADHYA PRADESH,HOSHANGABAD,City
IDFC,IDFC LTD.,"PROVIDING EMERGENCY FOOD SUPPLIES, HOUSE HOLD ITEMS AND NON-FOOD ITEMS (NFIS) TO MEET THE URGENT NEEDS OF FAMILIES AFFECTED BY FLOOD IN CHENNAI. PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE",,SCHEDULE VII (I),,122.0,IDFC FOUNDATION,122.0,,,TAMIL NADU,CHENNAI,City
IDFC,IDFC LTD.,SETTING UP A CENTRE OF EXCELLENCE FOR DEVELOPING HANDLOOM AND CRAFTS AS A MEANS OF SUSTAINABLE LIVELIHOODS FOR THE WOMEN IN THE REMOTE AREAS OF UTTARAKHAND. LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,45.0,IDFC FOUNDATION,45.0,,,UTTARAKHAND,ALMORA,District
IDFC,IDFC LTD.,SKILL DEVELOPMENT PROGRAMME FOR IMPROVING THE EMPLOYMENT OPPORTUNITIES FOR THE YOUTH. LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,19.0,IDFC FOUNDATION,19.0,,,MADHYA PRADESH,HOSHANGABAD,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,BIHAR,PATNA,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,CHANDIGARH,RAIPUR,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,CHHATTISGARH,RAIPUR,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,DELHI,AHMEDABAD,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,DELHI,SURAT,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,GUJARAT,AHMEDABAD,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,GUJARAT,SURAT,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,JHARKHAND,RANCHI,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,KARNATAKA,BENGALURU,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,KERALA,THIRUVANANTHAPURAM,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,MADHYA PRADESH,BHOPAL,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,MAHARASHTRA,MUMBAI,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,ODISHA,BHUBANESWAR,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,PUNJAB,LUDHIANA,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,RAJASTHAN,JAIPUR,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,TAMIL NADU,CHENNAI,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,TELANGANA,HYDERABAD,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTAR PRADESH,KANPUR,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTAR PRADESH,LUCKNOW,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,UTTARAKHAND,DEHRADUN,City
IDFC,IDFC LTD.,SUPPORT TO JANAAGRAHA CENTRE FOR CITIZENSHIP AND DEMOCRACY TO STRENGTHEN AND IMPROVE THE QUALITY OF LIFE IN INDIAN CITIES AND TOWNS. PROMOTING EDUCATION LIVELIHOOD ENHANCEMENT PROJECTS,,SCHEDULE VII (II),,53.0,IDFC FOUNDATION,53.0,,,WEST BENGAL,KOLKATA,City
IDFC,IDFC LTD.,SUPPORT TO KAMLA NEHRU MEMORIAL HOSPITAL FOR THE MAINTENANCE COST OF THE ESSENTIAL CANCER TREATMENT EQUIPMENT USED FOR PROVIDING CANCER TREATMENT TO UNDERPRIVILEGED/ ECONOMIC WEAKER SECTION OF THE SOCIETY. PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,,SCHEDULE VII (I),,67.0,IDFC FOUNDATION,67.0,,,UTTAR PRADESH,ALLAHABAD,City
IFBAGRO,IFB AGRO INDUSTRIES LTD.,CEREBRAL PALSY PROMOTING HEALTH CARE,,SCHEDULE VII (I),5.0,4.15,,,"INDIAN INSTITUTE OF CEREBRAL PALSY, KOLKATA",4.15,WEST BENGAL,NOORPUR,Town
IFBAGRO,IFB AGRO INDUSTRIES LTD.,CEREBRAL PALSY PROMOTING HEALTH CARE,,SCHEDULE VII (I),5.0,4.15,,,"INDIAN INSTITUTE OF CEREBRAL PALSY, KOLKATA",4.15,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,CEREBRAL PALSY PROMOTING HEALTH CARE,,SCHEDULE VII (I),5.0,4.15,,,"INDIAN INSTITUTE OF CEREBRAL PALSY, KOLKATA",4.15,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,"ERADICATING HUNGER, MALNUTRITION AND SANITATION ETC",,SCHEDULE VII (I),24.0,13.26,,13.26,,,WEST BENGAL,NOORPUR,Town
IFBAGRO,IFB AGRO INDUSTRIES LTD.,"ERADICATING HUNGER, MALNUTRITION AND SANITATION ETC",,SCHEDULE VII (I),24.0,13.26,,13.26,,,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,"ERADICATING HUNGER, MALNUTRITION AND SANITATION ETC",,SCHEDULE VII (I),24.0,13.26,,13.26,,,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),39.54,2.72,,2.72,,,WEST BENGAL,BURDWAN,City
IFBAGRO,IFB AGRO INDUSTRIES LTD.,PROMOTING EDUCATION,,SCHEDULE VII (II),39.54,2.72,,2.72,,,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,SAFE DRINKING WATER,,SCHEDULE VII (I),3.0,1.21,,1.21,,,WEST BENGAL,NOORPUR,Town
IFBAGRO,IFB AGRO INDUSTRIES LTD.,SAFE DRINKING WATER,,SCHEDULE VII (I),3.0,1.21,,1.21,,,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBAGRO,IFB AGRO INDUSTRIES LTD.,SAFE DRINKING WATER,,SCHEDULE VII (I),3.0,1.21,,1.21,,,WEST BENGAL,SOUTH 24 PARGANAS,District
IFBIND,IFB INDUSTRIES LTD.,REPAIRING/ CONSTN OF SCHOOL BUILDING,,SCHEDULE VII (II),70.44,4.82,,4.82,,,WEST BENGAL,GANGARAMPUR,Town
IFBIND,IFB INDUSTRIES LTD.,SKILL DEVELOPMEMENT PROGRAMME,,SCHEDULE VII (II),13.82,3.82,,,KARMAKUTIR,3.82,WEST BENGAL,KOLKATA,City
IFCI,IFCI LTD.,AROGYA SANDHAN CHARITABLE TRUST FOR CONSTRUCTION OF HALF FLOOR OF RESIDENTIAL CARE HOME TO OFFER LIFE-LONG SHELTER TO 100 MENTALLY CHALLENGED PERSONS WITH VOCATIONAL TRAINING FACILITIES PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,"SCHEDULE VII (II), SCHEDULE VII (III)",69.0,59.0,,,,59.0,WEST BENGAL,24 PARGANAS,District
IFCI,IFCI LTD.,"ARYA KANYA SADAN, A GIRLS ORPHANAGE BY SARSWATI VEDIC SANSTHA (REGD) TO SPONSOR SCHOOL AND COLLEGE EDUCATION TO 38 ORPHAN GIRLS",,SCHEDULE VII (II),7.0,4.0,,,,4.0,HARYANA,FARIDABAD,City
IFCI,IFCI LTD.,BHARTIYA YUVA SHAKTI TRUST : TO FOSTER ENTREPRENEURSHIP AMONGST UNDER PRIVILEGED YOUTH BETWEEN THE AGES OF 18 TO 35 YEARS FOR TURNING JOB SEEKERS INTO JOB CREATORS. PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,SCHEDULE VII (II),47.0,47.0,,,,47.0,HARYANA,FARIDABAD,City
IFCI,IFCI LTD.,"FINANCIAL ASSISTANCE TO THE STUDENTS, STUDYING IN GOVT. SCHOOLS, BELONGING TO WEAKER SECTION, WHO LOST THEIR TEXT BOOKS, NOTE BOOKS, WATER BOTTLE, LUNCH BOXES AND STATIONERY ETC. IN THE UNPRECEDENTED RAINFALLS AND FLOODS AT TAMIL NADU IN NOVEMBER AND EARLY DECEMBER OF 2015.",,SCHEDULE VII (I),8.0,8.0,,,,8.0,TAMIL NADU,CHENNAI,City
IFCI,IFCI LTD.,HARDICON EMPLOYMENT ORIENTED SKILL DEVELOPMENT PROGRAM FOR 200 CANDIDATES FOR BENEFICIARIES BELONGING TO ECONOMICALLY WEAKER SECTIONS OF SOCIETY PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,SCHEDULE VII (II),31.0,24.0,,,,24.0,HARYANA,KURUKSHETRA,City
IFCI,IFCI LTD.,HARDICON EMPLOYMENT ORIENTED SKILL DEVELOPMENT PROGRAM FOR 200 CANDIDATES FOR BENEFICIARIES BELONGING TO ECONOMICALLY WEAKER SECTIONS OF SOCIETY PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,SCHEDULE VII (II),31.0,24.0,,,,24.0,HARYANA,YAMUNA NAGAR,Town
IFCI,IFCI LTD.,HIMCON : ADOPTION OF 2 VILLAGES FOR THEIR COMPREHENSIVE DEVELOPMENT RURAL DEVELOPMENT AND SUSTAINABLE DEVELOPMENT,,SCHEDULE VII (X),31.0,29.0,,,,29.0,HIMACHAL PRADESH,HAMIRPUR,District
IFCI,IFCI LTD.,IIMPACT : PRIMARY EDUCATION TO GIRLS IN THE AGE GROUP OF 6 TO 14 YEARS FROM MARGINALIZED COMMUNITIES PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,SCHEDULE VII (II),5.0,5.0,,,,5.0,HARYANA,GURUGRAM,City
IFCI,IFCI LTD.,"ILD FOR RESIDENTIAL SKILL DEVELOPMENT PROGRAMME FOR 300 UNEMPLOYED YOUTH IN TEXTILE INDUSTRY IN BHILWARA DISTRICT, RAJASTHAN PROMOTE DEVELOPMENT OF HUMAN CAPITAL",,SCHEDULE VII (II),351.0,351.0,,,,351.0,RAJASTHAN,BHILWARA,District
IFCI,IFCI LTD.,"ILD, JAIPUR : UPKEEP AND MAINTENANCE OF BAMBOO FARM RURAL DEVELOPMENT AND SUSTAINABLE DEVELOPMENT",,SCHEDULE VII (X),6.0,6.0,,,,6.0,RAJASTHAN,JAIPUR,City
IFCI,IFCI LTD.,INSTITUTE OF LEADERSHIP DEVELOPMENT ; TO SUPPORT EDUCATION OF 6 CHILDREN OF CLASS VII IN MAA SHARDA SCHOOL PROMOTE DEVELOPMENT OF HUMAN CAPITAL,,SCHEDULE VII (II),0.4,0.4,,,,0.4,RAJASTHAN,JAIPUR,City
