Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),Resolved_State,Resolved_Location,Location_Class
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,KARNATAKA,BELLARY,City
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,KARNATAKA,CHIKKABALLAPUR,Town
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,KARNATAKA,GULBARGA,City
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,MADHYA PRADESH,KATNI,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,MAHARASHTRA,CHANDRAPUR,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,MAHARASHTRA,YAVATMAL,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,ODISHA,BARGARH,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,RAJASTHAN,BUNDI,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,TAMIL NADU,COIMBATORE,City
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,UTTAR PRADESH,GAURIGANJ,District
ACC,ACC LTD.,ACCAROGYAM,"HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER)",SCHEDULE VII (I),62.5,40.25,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,ACC AYUSHMAAN TRUST",,"VISION SPRING,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SERDS,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,RANTHAMBHOR SEVA SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PHIA FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,SATTVA MEDIA & CONSULTING PVT.LTD.,DILASA JANVIKAS PRATISHTHAN,FORUM FOR RURAL DEVELOPMENT,SNEH SARVODAY SEVA SANGH,MAHASHAKTI FOUNDATION,HEAD HELD HIGH FOUNDATION,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,SANSKAR,MANTHAN YUVA KENDRA,AMHI AMCHYA AROGYASATHI,AHEAD TRUST,MART,SEED CSR,JAN SEVAK SAMITI,IIMPACT,JHARKRAFT,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,HARITIKA,PANCHAM RESEARCH & BIO TECH SANSTHAN,INNOVATIVE DEVELOPMENT SOLUTION,PATANG,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,AMERICAN INDIA FOUNDATION,UDYOGI,SEEDS-IL&FS,SARVA SEVA SAMITI SANSTHA",,WEST BENGAL,PURULIA,District
ACC,ACC LTD.,ACC -DRONA,"PROMOTING LOCAL, ARTS AND CULTURE TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS, PARALYMPIC SPORTS AND OLYMPIC SPORTS) (V) PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS)","SCHEDULE VII (V), SCHEDULE VII (VII)",25.0,20.5,"ACC AYUSHMAAN TRUST,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC",,"SNEH SARVODAY SEVA SANGH,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,RANTHAMBHOR SEVA SANSTHAN,HEAD HELD HIGH FOUNDATION,SANSKAR,LOKA KALYAN PARISHAD,VISION SPRING,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,JAN SEVAK SAMITI,JHARKRAFT,FORUM FOR RURAL DEVELOPMENT,MART,SERDS,SARVA SEVA SAMITI SANSTHA,DILASA JANVIKAS PRATISHTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,IIMPACT,AMHI AMCHYA AROGYASATHI,PATANG,AHEAD TRUST,AKRUTI RURAL DEVELOPMENT TRUST,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,SEEDS-IL&FS,SEED CSR,SATTVA MEDIA & CONSULTING PVT.LTD.,PHIA FOUNDATION,NAAD GUNJAN KALA PARISHAD,AGRANEE JAN KALYAN ANUSTHAN,MANTHAN YUVA KENDRA,HARITIKA,INNOVATIVE DEVELOPMENT SOLUTION,MAHASHAKTI FOUNDATION,AMERICAN INDIA FOUNDATION,UDYOGI,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,PANCHAM RESEARCH & BIO TECH SANSTHAN",,CHHATTISGARH,DURG,District
ACC,ACC LTD.,ACC -DRONA,"PROMOTING LOCAL, ARTS AND CULTURE TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS, PARALYMPIC SPORTS AND OLYMPIC SPORTS) (V) PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS)","SCHEDULE VII (V), SCHEDULE VII (VII)",25.0,20.5,"ACC AYUSHMAAN TRUST,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC",,"SNEH SARVODAY SEVA SANGH,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,RANTHAMBHOR SEVA SANSTHAN,HEAD HELD HIGH FOUNDATION,SANSKAR,LOKA KALYAN PARISHAD,VISION SPRING,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,JAN SEVAK SAMITI,JHARKRAFT,FORUM FOR RURAL DEVELOPMENT,MART,SERDS,SARVA SEVA SAMITI SANSTHA,DILASA JANVIKAS PRATISHTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,IIMPACT,AMHI AMCHYA AROGYASATHI,PATANG,AHEAD TRUST,AKRUTI RURAL DEVELOPMENT TRUST,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,SEEDS-IL&FS,SEED CSR,SATTVA MEDIA & CONSULTING PVT.LTD.,PHIA FOUNDATION,NAAD GUNJAN KALA PARISHAD,AGRANEE JAN KALYAN ANUSTHAN,MANTHAN YUVA KENDRA,HARITIKA,INNOVATIVE DEVELOPMENT SOLUTION,MAHASHAKTI FOUNDATION,AMERICAN INDIA FOUNDATION,UDYOGI,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,PANCHAM RESEARCH & BIO TECH SANSTHAN",,HIMACHAL PRADESH,BILASPUR,District
ACC,ACC LTD.,ACC -DRONA,"PROMOTING LOCAL, ARTS AND CULTURE TRAINING TO PROMOTE RURAL SPORTS, NATIONALLY RECOGNIZED SPORTS, PARALYMPIC SPORTS AND OLYMPIC SPORTS) (V) PROTECTION OF NATIONAL HERITAGE, ART AND CULTURE INCLUDING RESTORATION OF BUILDINGS AND SITES OF HISTORICAL IMPORTANCE AND WORKS OF ART; SETTING UP PUBLIC LIBRARIES; PROMOTION AND DEVELOPMENT OF TRADITIONAL ARTS AND HANDICRAFTS)","SCHEDULE VII (V), SCHEDULE VII (VII)",25.0,20.5,"ACC AYUSHMAAN TRUST,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC",,"SNEH SARVODAY SEVA SANGH,SADBHAWANA SEWA EVAM SHIKSHA SANSTHAN,RANTHAMBHOR SEVA SANSTHAN,HEAD HELD HIGH FOUNDATION,SANSKAR,LOKA KALYAN PARISHAD,VISION SPRING,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,JAN SEVAK SAMITI,JHARKRAFT,FORUM FOR RURAL DEVELOPMENT,MART,SERDS,SARVA SEVA SAMITI SANSTHA,DILASA JANVIKAS PRATISHTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,IIMPACT,AMHI AMCHYA AROGYASATHI,PATANG,AHEAD TRUST,AKRUTI RURAL DEVELOPMENT TRUST,DEVELOPMENT EDUCATION EMPOWERMENT OF THE DISADVANTAGED IN SOCIETY,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,SEEDS-IL&FS,SEED CSR,SATTVA MEDIA & CONSULTING PVT.LTD.,PHIA FOUNDATION,NAAD GUNJAN KALA PARISHAD,AGRANEE JAN KALYAN ANUSTHAN,MANTHAN YUVA KENDRA,HARITIKA,INNOVATIVE DEVELOPMENT SOLUTION,MAHASHAKTI FOUNDATION,AMERICAN INDIA FOUNDATION,UDYOGI,SARASWATHI WOMEN EDUCATIONAL SERVICE TRAINING IMPROVEMENT CENTRE,PANCHAM RESEARCH & BIO TECH SANSTHAN",,JHARKHAND,DHANBAD,City
